# Glyph placement metrics — values normalized to the 0..1 SVG viewBox
#
# All SVGs share the same baseline_y.  To place glyph B directly after
# glyph A, offset B horizontally by A's advance_w (scaled to your tile size).
# To align descenders/ascenders visually, use ink_top / ink_bottom.
#
char    baseline_y   ink_top   ink_bottom   ink_left  ink_right  ink_width  advance_w
δ           0.7223    0.2280       0.7300     0.3479     0.6521     0.3042     0.3726
ε           0.7223    0.3800       0.7300     0.3698     0.6302     0.2604     0.3328
ζ           0.7223    0.2280       0.8518     0.3099     0.6901     0.3803     0.4012
η           0.7223    0.3803       0.8441     0.3530     0.6470     0.2940     0.3926
θ           0.7223    0.2280       0.7300     0.3479     0.6521     0.3042     0.3877
ι           0.7223    0.3877       0.7300     0.4220     0.5780     0.1559     0.2320
κ           0.7223    0.3877       0.7223     0.3678     0.6322     0.2644     0.3442
λ           0.7223    0.2357       0.7223     0.3247     0.6753     0.3507     0.3750
μ           0.7223    0.3877       0.8136     0.3529     0.6471     0.2943     0.3988
ν           0.7223    0.3877       0.7223     0.3391     0.6609     0.3217     0.3464
ξ           0.7223    0.2280       0.8515     0.3213     0.6787     0.3575     0.3649
ο           0.7223    0.3803       0.7300     0.3404     0.6596     0.3193     0.3877
π           0.7223    0.3877       0.7223     0.2766     0.7234     0.4468     0.4924
ρ           0.7223    0.3803       0.8441     0.3555     0.6445     0.2891     0.3917
ς           0.7223    0.3803       0.8518     0.3413     0.6587     0.3174     0.3670
σ           0.7223    0.3803       0.7300     0.2951     0.7049     0.4099     0.4250
τ           0.7223    0.3877       0.7223     0.3422     0.6578     0.3156     0.3402
υ           0.7223    0.3877       0.7300     0.3593     0.6407     0.2814     0.3840
φ           0.7223    0.2357       0.8441     0.2909     0.7091     0.4182     0.4866
χ           0.7223    0.3877       0.8441     0.3285     0.6715     0.3430     0.3461
ψ           0.7223    0.3270       0.8441     0.2815     0.7185     0.4370     0.4980
ω           0.7223    0.3877       0.7300     0.2510     0.7490     0.4980     0.5664
ϊ           0.7223    0.2737       0.7300     0.3935     0.6065     0.2129     0.2320
ϋ           0.7223    0.2737       0.7300     0.3593     0.6407     0.2814     0.3840
ό           0.7223    0.2280       0.7300     0.3404     0.6596     0.3193     0.3877
ύ           0.7223    0.2280       0.7300     0.3593     0.6407     0.2814     0.3840
ώ           0.7223    0.2280       0.7300     0.2510     0.7490     0.4980     0.5664
ϐ           0.7223    0.2280       0.7300     0.3659     0.6341     0.2681     0.3270
ϑ           0.7223    0.2280       0.7300     0.3299     0.6701     0.3402     0.3935
ϒ           0.7223    0.2663       0.7223     0.3011     0.6989     0.3978     0.4015
ϓ           0.7223    0.2659       0.7223     0.2479     0.7521     0.5042     0.5168
ϔ           0.7223    0.1747       0.7223     0.3011     0.6989     0.3978     0.4015
ϕ           0.7223    0.3803       0.8441     0.2624     0.7376     0.4752     0.5362
ϖ           0.7223    0.3877       0.7300     0.2348     0.7652     0.5304     0.5587
Ϛ           0.7223    0.2545       0.8518     0.3089     0.6911     0.3821     0.4240
Ϝ           0.7223    0.2663       0.7223     0.3726     0.6274     0.2549     0.3384
Ϟ           0.7223    0.2663       0.7223     0.3507     0.6493     0.2986     0.3365
Ϡ           0.7223    0.2533       0.7341     0.3176     0.6824     0.3649     0.3954
Ϯ           0.7223    0.2663       0.7223     0.3080     0.6920     0.3840     0.3991
ϯ           0.7223    0.2357       0.8441     0.3479     0.6521     0.3042     0.3461
ϰ           0.7223    0.3803       0.7300     0.3545     0.6455     0.2909     0.3442
ϱ           0.7223    0.3800       0.8441     0.3555     0.6445     0.2891     0.3803
ϲ           0.7223    0.3803       0.7300     0.3706     0.6294     0.2589     0.3233
Ё           0.7223    0.1747       0.7223     0.3659     0.6341     0.2681     0.3421
Ђ           0.7223    0.2663       0.7260     0.2624     0.7376     0.4752     0.5017
Ѓ           0.7223    0.1291       0.7223     0.3724     0.6276     0.2552     0.3214
Є           0.7223    0.2549       0.7337     0.3393     0.6607     0.3214     0.3803
Ѕ           0.7223    0.2549       0.7337     0.3612     0.6388     0.2777     0.3399
І           0.7223    0.2663       0.7223     0.4676     0.5324     0.0647     0.1818
Ї           0.7223    0.1747       0.7223     0.4125     0.5875     0.1750     0.1818
Ј           0.7223    0.2663       0.8136     0.4018     0.5982     0.1963     0.1963
Љ           0.7223    0.2663       0.7223     0.2063     0.7937     0.5874     0.6197
Њ           0.7223    0.2663       0.7223     0.2356     0.7644     0.5288     0.6105
Ћ           0.7223    0.2663       0.7223     0.2747     0.7253     0.4505     0.4810
Ќ           0.7223    0.1291       0.7223     0.3519     0.6481     0.2961     0.3741
Ў           0.7223    0.1368       0.7223     0.3062     0.6938     0.3877     0.4049
Џ           0.7223    0.2663       0.8213     0.3268     0.6732     0.3464     0.4641
А           0.7223    0.2663       0.7223     0.2884     0.7116     0.4231     0.4354
Б           0.7223    0.2663       0.7223     0.3612     0.6388     0.2777     0.3670
В           0.7223    0.2663       0.7223     0.3610     0.6390     0.2780     0.3630
Г           0.7223    0.2663       0.7223     0.3724     0.6276     0.2552     0.3214
Д           0.7223    0.2663       0.8213     0.2804     0.7196     0.4391     0.4810
Е           0.7223    0.2663       0.7223     0.3659     0.6341     0.2681     0.3421
Ж           0.7223    0.2659       0.7223     0.2593     0.7407     0.4814     0.5156
З           0.7223    0.2549       0.7337     0.3525     0.6475     0.2949     0.3411
И           0.7223    0.2663       0.7223     0.3251     0.6749     0.3498     0.4675
Й           0.7223    0.1368       0.7223     0.3251     0.6749     0.3498     0.4678
К           0.7223    0.2659       0.7223     0.3519     0.6481     0.2961     0.3741
Л           0.7223    0.2663       0.7223     0.3128     0.6872     0.3744     0.4428
М           0.7223    0.2663       0.7223     0.2869     0.7131     0.4262     0.5436
Н           0.7223    0.2663       0.7223     0.3268     0.6732     0.3464     0.4638
О           0.7223    0.2549       0.7337     0.2867     0.7133     0.4265     0.4903
П           0.7223    0.2663       0.7223     0.3268     0.6732     0.3464     0.4638
Р           0.7223    0.2663       0.7223     0.3606     0.6394     0.2789     0.3488
С           0.7223    0.2549       0.7337     0.3153     0.6847     0.3695     0.4367
Т           0.7223    0.2663       0.7223     0.3059     0.6941     0.3883     0.3991
У           0.7223    0.2663       0.7223     0.3062     0.6938     0.3877     0.4049
Ф           0.7223    0.2663       0.7223     0.3005     0.6995     0.3991     0.4373
Х           0.7223    0.2663       0.7223     0.3133     0.6867     0.3735     0.3951
Ц           0.7223    0.2663       0.8213     0.2965     0.7035     0.4071     0.4851
Ч           0.7223    0.2663       0.7223     0.3431     0.6569     0.3137     0.3972
Ш           0.7223    0.2663       0.7223     0.2586     0.7414     0.4829     0.6006
Щ           0.7223    0.2663       0.8213     0.2282     0.7718     0.5436     0.6216
Ъ           0.7223    0.2663       0.7223     0.3005     0.6995     0.3991     0.4277
Ы           0.7223    0.2663       0.7223     0.3051     0.6949     0.3898     0.5076
Ь           0.7223    0.2663       0.7223     0.3612     0.6388     0.2777     0.3593
Э           0.7223    0.2549       0.7337     0.3393     0.6607     0.3214     0.3803
Ю           0.7223    0.2549       0.7337     0.2419     0.7581     0.5162     0.6092
Я           0.7223    0.2663       0.7223     0.3376     0.6624     0.3248     0.3914
а           0.7223    0.3803       0.7300     0.3493     0.6507     0.3014     0.3485
б           0.7223    0.2194       0.7300     0.3448     0.6552     0.3103     0.3763
в           0.7223    0.3877       0.7223     0.3820     0.6180     0.2361     0.3313
г           0.7223    0.3877       0.7223     0.3783     0.6217     0.2435     0.3119
д           0.7223    0.3877       0.7985     0.3128     0.6872     0.3744     0.4240
е           0.7223    0.3800       0.7300     0.3633     0.6367     0.2733     0.3516
ж           0.7223    0.3877       0.7223     0.2855     0.7145     0.4290     0.4592
з           0.7223    0.3803       0.7300     0.3789     0.6211     0.2422     0.3032
и           0.7223    0.3877       0.7223     0.3632     0.6368     0.2737     0.3954
й           0.7223    0.2357       0.7223     0.3632     0.6368     0.2737     0.3954
к           0.7223    0.3877       0.7223     0.3761     0.6239     0.2478     0.3390
л           0.7223    0.3877       0.7223     0.3508     0.6492     0.2983     0.3707
м           0.7223    0.3877       0.7223     0.3317     0.6683     0.3365     0.4582
н           0.7223    0.3877       0.7223     0.3632     0.6368     0.2737     0.3954
о           0.7223    0.3803       0.7300     0.3404     0.6596     0.3193     0.3877
п           0.7223    0.3877       0.7223     0.3632     0.6368     0.2737     0.3954
р           0.7223    0.3803       0.8441     0.3488     0.6512     0.3023     0.3972
с           0.7223    0.3803       0.7300     0.3706     0.6294     0.2589     0.3233
т           0.7223    0.3877       0.7223     0.3479     0.6521     0.3042     0.3119
у           0.7223    0.3877       0.8441     0.3388     0.6612     0.3223     0.3319
ф           0.7223    0.2663       0.8441     0.2834     0.7166     0.4333     0.5094
х           0.7223    0.3877       0.7223     0.3344     0.6656     0.3313     0.3871
ц           0.7223    0.3877       0.7985     0.3327     0.6673     0.3347     0.4219
ч           0.7223    0.3877       0.7223     0.3773     0.6227     0.2453     0.3307
ш           0.7223    0.3877       0.7223     0.2948     0.7052     0.4105     0.5322
щ           0.7223    0.3877       0.7985     0.2643     0.7357     0.4715     0.5590
ъ           0.7223    0.3877       0.7223     0.3402     0.6598     0.3196     0.3538
ы           0.7223    0.3877       0.7223     0.3327     0.6673     0.3347     0.4564
ь           0.7223    0.3877       0.7223     0.3858     0.6142     0.2284     0.3196
э           0.7223    0.3800       0.7300     0.3698     0.6302     0.2604     0.3211
ю           0.7223    0.3803       0.7300     0.2906     0.7094     0.4188     0.5137
я           0.7223    0.3877       0.7223     0.3750     0.6250     0.2499     0.3220
ё           0.7223    0.2737       0.7300     0.3633     0.6367     0.2733     0.3516
ђ           0.7223    0.2357       0.8518     0.3328     0.6672     0.3344     0.3917
ѓ           0.7223    0.2280       0.7223     0.3783     0.6217     0.2435     0.3119
є           0.7223    0.3800       0.7300     0.3698     0.6302     0.2604     0.3211
ѕ           0.7223    0.3803       0.7300     0.3875     0.6125     0.2250     0.3217
і           0.7223    0.2663       0.7223     0.4696     0.5304     0.0607     0.1824
ї           0.7223    0.2737       0.7223     0.4125     0.5875     0.1750     0.1824
ј           0.7223    0.2663       0.8515     0.4106     0.5894     0.1787     0.1920
љ           0.7223    0.3877       0.7223     0.2670     0.7330     0.4659     0.5057
њ           0.7223    0.3877       0.7223     0.2795     0.7205     0.4410     0.5304
ћ           0.7223    0.2435       0.7223     0.3328     0.6672     0.3344     0.3917
ќ           0.7223    0.2280       0.7223     0.3761     0.6239     0.2478     0.3390
ў           0.7223    0.2357       0.8441     0.3388     0.6612     0.3223     0.3319
џ           0.7223    0.3877       0.7985     0.3632     0.6368     0.2737     0.3954
Ѣ           0.7223    0.2663       0.7223     0.3042     0.6958     0.3917     0.4145
ѣ           0.7223    0.2357       0.7223     0.3441     0.6559     0.3119     0.3479
Ѫ           0.7223    0.2663       0.7223     0.2632     0.7368     0.4737     0.5082
ѫ           0.7223    0.3877       0.7223     0.2931     0.7069     0.4139     0.4425
Ґ           0.7223    0.1747       0.7223     0.3724     0.6276     0.2552     0.3214
ґ           0.7223    0.3119       0.7223     0.3783     0.6217     0.2435     0.3119
Ғ           0.7223    0.2663       0.7223     0.3384     0.6616     0.3233     0.3556
ғ           0.7223    0.3877       0.7223     0.3555     0.6445     0.2891     0.3119
Ҕ           0.7223    0.2663       0.8136     0.3431     0.6569     0.3137     0.3954
ҕ           0.7223    0.3877       0.8136     0.3735     0.6265     0.2530     0.3442
Җ           0.7223    0.2659       0.8136     0.2407     0.7593     0.5186     0.5510
җ           0.7223    0.3877       0.7985     0.2700     0.7300     0.4601     0.4943
Ҙ           0.7223    0.2549       0.8555     0.3525     0.6475     0.2949     0.3411
ҙ           0.7223    0.3803       0.8555     0.3789     0.6211     0.2422     0.3032
Қ           0.7223    0.2659       0.8213     0.3354     0.6646     0.3291     0.4031
қ           0.7223    0.3877       0.7985     0.3612     0.6388     0.2777     0.3575
Ҝ           0.7223    0.2659       0.7223     0.3140     0.6860     0.3720     0.4576
ҝ           0.7223    0.3877       0.7223     0.3351     0.6649     0.3297     0.4210
Ҟ           0.7223    0.2659       0.7223     0.3206     0.6794     0.3587     0.3837
ҟ           0.7223    0.2357       0.7223     0.3458     0.6542     0.3085     0.3390
Ҡ           0.7223    0.2659       0.7223     0.2911     0.7089     0.4179     0.4367
ҡ           0.7223    0.3877       0.7223     0.3305     0.6695     0.3390     0.3732
Ң           0.7223    0.2663       0.8213     0.2965     0.7035     0.4071     0.4851
ң           0.7223    0.3877       0.7985     0.3336     0.6664     0.3328     0.4166
Ҥ           0.7223    0.2663       0.7223     0.2661     0.7339     0.4678     0.5344
ҥ           0.7223    0.3877       0.7223     0.3183     0.6817     0.3633     0.4317
Ҧ           0.7223    0.2663       0.8136     0.2176     0.7824     0.5649     0.6465
ҧ           0.7223    0.3877       0.8136     0.2670     0.7330     0.4659     0.5572
Ҩ           0.7223    0.2549       0.7972     0.2786     0.7214     0.4428     0.4884
ҩ           0.7223    0.3803       0.8022     0.3251     0.6749     0.3498     0.3917
Ҫ           0.7223    0.2549       0.8555     0.3153     0.6847     0.3695     0.4367
ҫ           0.7223    0.3803       0.8555     0.3706     0.6294     0.2589     0.3233
Ҭ           0.7223    0.2663       0.8213     0.3059     0.6941     0.3883     0.3991
ҭ           0.7223    0.3877       0.7985     0.3479     0.6521     0.3042     0.3119
Ү           0.7223    0.2663       0.7223     0.3100     0.6900     0.3800     0.3932
ү           0.7223    0.3877       0.7223     0.3507     0.6493     0.2986     0.3063
Ұ           0.7223    0.2663       0.7223     0.3100     0.6900     0.3800     0.3932
ұ           0.7223    0.3877       0.7223     0.3507     0.6493     0.2986     0.3063
Ҳ           0.7223    0.2663       0.8213     0.3009     0.6991     0.3982     0.4182
ҳ           0.7223    0.3877       0.7985     0.3243     0.6757     0.3513     0.3978
Ҵ           0.7223    0.2663       0.8213     0.2356     0.7644     0.5288     0.5516
ҵ           0.7223    0.3877       0.7985     0.2948     0.7052     0.4105     0.4373
Ҷ           0.7223    0.2663       0.8213     0.3128     0.6872     0.3744     0.4182
ҷ           0.7223    0.3877       0.7985     0.3470     0.6530     0.3060     0.3535
Ҹ           0.7223    0.2663       0.7223     0.3431     0.6569     0.3137     0.3972
ҹ           0.7223    0.3877       0.7223     0.3773     0.6227     0.2453     0.3307
Һ           0.7223    0.2663       0.7223     0.3431     0.6569     0.3137     0.3972
һ           0.7223    0.3877       0.7223     0.3773     0.6227     0.2453     0.3307
Ҽ           0.7223    0.2549       0.7337     0.2575     0.7425     0.4851     0.5414
ҽ           0.7223    0.3800       0.7300     0.2989     0.7011     0.4022     0.4542
Ҿ           0.7223    0.2549       0.8364     0.2575     0.7425     0.4851     0.5414
ҿ           0.7223    0.3800       0.8364     0.2989     0.7011     0.4022     0.4542
Ӏ           0.7223    0.2663       0.7223     0.4676     0.5324     0.0647     0.1818
Ӂ           0.7223    0.1368       0.7223     0.2593     0.7407     0.4814     0.5156
ӂ           0.7223    0.2357       0.7223     0.2855     0.7145     0.4290     0.4592
Ӄ           0.7223    0.2659       0.8136     0.3555     0.6445     0.2891     0.3784
ӄ           0.7223    0.3877       0.8136     0.3803     0.6197     0.2394     0.3384
Ӈ           0.7223    0.2663       0.8518     0.3268     0.6732     0.3464     0.4638
ӈ           0.7223    0.3877       0.8515     0.3639     0.6361     0.2721     0.3938
Ӌ           0.7223    0.2663       0.8213     0.3431     0.6569     0.3137     0.3972
ӌ           0.7223    0.3877       0.7985     0.3773     0.6227     0.2453     0.3307
ְ           0.7223    0.7529       0.9337     0.4624     0.5376     0.0752     0.0000
ֱ           0.7223    0.7529       0.9337     0.3567     0.6433     0.2866     0.0000
ֲ           0.7223    0.7529       0.9337     0.3704     0.6296     0.2592     0.0000
ֳ           0.7223    0.7529       0.9337     0.3698     0.6302     0.2604     0.0000
ִ           0.7223    0.7529       0.8280     0.4624     0.5376     0.0752     0.0000
ֵ           0.7223    0.7529       0.8280     0.4096     0.5904     0.1809     0.0000
ֶ           0.7223    0.7529       0.9337     0.4096     0.5904     0.1809     0.0000
ַ           0.7223    0.7529       0.7908     0.4233     0.5767     0.1535     0.0000
ָ           0.7223    0.7529       0.8974     0.4227     0.5773     0.1547     0.0000
ֹ           0.7223    0.2518       0.3270     0.4624     0.5376     0.0752     0.0000
ֻ           0.7223    0.7529       0.9337     0.3567     0.6433     0.2866     0.0000
ּ           0.7223    0.5048       0.5655     0.4696     0.5304     0.0607     0.0000
ֽ           0.7223    0.7529       0.8555     0.4810     0.5190     0.0379     0.0000
־           0.7223    0.3575       0.4182     0.3977     0.6023     0.2046     0.2656
ֿ           0.7223    0.2586       0.2965     0.4233     0.5767     0.1535     0.0000
׀           0.7223    0.3498       0.7300     0.4733     0.5267     0.0533     0.1596
ׁ           0.7223    0.2518       0.3270     0.4624     0.5376     0.0752     0.0000
ׂ           0.7223    0.2518       0.3270     0.4624     0.5376     0.0752     0.0000
׃           0.7223    0.3498       0.7300     0.4516     0.5484     0.0968     0.1575
א           0.7223    0.3498       0.7300     0.3307     0.6693     0.3387     0.4071
ב           0.7223    0.3575       0.7223     0.3399     0.6601     0.3202     0.3550
ג           0.7223    0.3498       0.7300     0.3871     0.6129     0.2259     0.2693
ד           0.7223    0.3575       0.7223     0.3447     0.6553     0.3106     0.3162
ה           0.7223    0.3575       0.7223     0.3159     0.6841     0.3683     0.4481
ו           0.7223    0.3498       0.7223     0.4294     0.5706     0.1411     0.2018
ז           0.7223    0.3498       0.7223     0.4083     0.5917     0.1834     0.2003
ח           0.7223    0.3575       0.7223     0.3153     0.6847     0.3695     0.4493
ט           0.7223    0.3498       0.7223     0.3297     0.6703     0.3405     0.4049
י           0.7223    0.3498       0.5630     0.4302     0.5698     0.1396     0.2003
ך           0.7223    0.3575       0.8136     0.3686     0.6314     0.2629     0.3331
כ           0.7223    0.3575       0.7223     0.3490     0.6510     0.3020     0.3609
ל           0.7223    0.2280       0.7300     0.3680     0.6320     0.2641     0.3365
ם           0.7223    0.3575       0.7223     0.3159     0.6841     0.3683     0.4499
מ           0.7223    0.3498       0.7223     0.3290     0.6710     0.3421     0.4163
ן           0.7223    0.3498       0.8136     0.4320     0.5680     0.1359     0.1966
נ           0.7223    0.3498       0.7223     0.4039     0.5961     0.1923     0.2607
ס           0.7223    0.3575       0.7223     0.3140     0.6860     0.3720     0.4194
ע           0.7223    0.3498       0.7636     0.3242     0.6758     0.3516     0.3790
ף           0.7223    0.3498       0.8136     0.3689     0.6311     0.2622     0.3307
פ           0.7223    0.3498       0.7223     0.3555     0.6445     0.2891     0.3612
ץ           0.7223    0.3498       0.8136     0.3579     0.6421     0.2841     0.3066
צ           0.7223    0.3498       0.7223     0.3441     0.6559     0.3119     0.3627
ק           0.7223    0.3575       0.8136     0.3222     0.6778     0.3556     0.4203
ר           0.7223    0.3575       0.7223     0.3763     0.6237     0.2475     0.3217
ש           0.7223    0.3498       0.7223     0.3072     0.6928     0.3855     0.4521
ת           0.7223    0.3575       0.7223     0.3134     0.6866     0.3732     0.4379
װ           0.7223    0.3498       0.7223     0.3362     0.6638     0.3276     0.3886
ױ           0.7223    0.3498       0.7223     0.3407     0.6593     0.3186     0.3889
ײ           0.7223    0.3498       0.5630     0.3413     0.6587     0.3174     0.3781
׳           0.7223    0.2663       0.4182     0.4430     0.5570     0.1140     0.1750
״           0.7223    0.2663       0.4182     0.3797     0.6203     0.2407     0.3017
Ẁ           0.7223    0.1291       0.7223     0.2308     0.7692     0.5384     0.5399
ẁ           0.7223    0.2280       0.7223     0.2609     0.7391     0.4783     0.4863
Ẃ           0.7223    0.1291       0.7223     0.2308     0.7692     0.5384     0.5399
ẃ           0.7223    0.2280       0.7223     0.2609     0.7391     0.4783     0.4863
Ẅ           0.7223    0.1747       0.7223     0.2308     0.7692     0.5384     0.5399
ẅ           0.7223    0.2737       0.7223     0.2609     0.7391     0.4783     0.4863
Ỳ           0.7223    0.1291       0.7223     0.3100     0.6900     0.3800     0.3932
ỳ           0.7223    0.2280       0.8441     0.3394     0.6606     0.3211     0.3297
‐           0.7223    0.5094       0.5550     0.4316     0.5684     0.1368     0.2052
‑           0.7223    0.5094       0.5550     0.4316     0.5684     0.1368     0.2052
‒           0.7223    0.5171       0.5550     0.3764     0.6236     0.2471     0.3991
–           0.7223    0.5171       0.5550     0.3746     0.6254     0.2508     0.3156
—           0.7223    0.5171       0.5550     0.2148     0.7852     0.5704     0.6311
―           0.7223    0.5171       0.5550     0.2148     0.7852     0.5704     0.6311
‖           0.7223    0.2357       0.8136     0.4202     0.5798     0.1596     0.3649
‗           0.7223    0.7223       0.8515     0.3689     0.6311     0.2622     0.3156
‘           0.7223    0.2357       0.4105     0.4619     0.5381     0.0761     0.1997
’           0.7223    0.2357       0.4105     0.4619     0.5381     0.0761     0.1997
‚           0.7223    0.6462       0.8136     0.4619     0.5381     0.0761     0.1997
‛           0.7223    0.2357       0.4105     0.4619     0.5381     0.0761     0.1997
“           0.7223    0.2357       0.3954     0.4163     0.5837     0.1673     0.2357
”           0.7223    0.2357       0.3954     0.4163     0.5837     0.1673     0.2357
„           0.7223    0.6616       0.8213     0.4163     0.5837     0.1673     0.2357
‟           0.7223    0.2357       0.3954     0.4163     0.5837     0.1673     0.2357
†           0.7223    0.2663       0.8136     0.3707     0.6293     0.2586     0.3991
‡           0.7223    0.2663       0.8136     0.3707     0.6293     0.2586     0.3991
•           0.7223    0.4847       0.5988     0.4430     0.5570     0.1140     0.3991
‣           0.7223    0.4234       0.6601     0.4408     0.5592     0.1183     0.2247
․           0.7223    0.6616       0.7223     0.4696     0.5304     0.0607     0.2105
‥           0.7223    0.6616       0.7223     0.3644     0.6356     0.2712     0.4206
…           0.7223    0.6616       0.7223     0.2592     0.7408     0.4817     0.6311
‧           0.7223    0.5017       0.5701     0.4658     0.5342     0.0684     0.2052
‰           0.7223    0.2549       0.7337     0.1844     0.8156     0.6311     0.6388
‱           0.7223    0.2549       0.7337     0.0761     0.9239     0.8478     0.8555
′           0.7223    0.2357       0.4182     0.4354     0.5646     0.1291     0.2052
″           0.7223    0.2357       0.4182     0.3670     0.6330     0.2659     0.3421
‴           0.7223    0.2357       0.4182     0.2986     0.7014     0.4028     0.4789
‵           0.7223    0.2357       0.4182     0.4354     0.5646     0.1291     0.2052
‶           0.7223    0.2357       0.4182     0.3670     0.6330     0.2659     0.3421
‷           0.7223    0.2357       0.4182     0.2986     0.7014     0.4028     0.4789
‸           0.7223    0.6367       0.8441     0.3965     0.6035     0.2071     0.2225
‹           0.7223    0.4182       0.6918     0.4240     0.5760     0.1519     0.2092
›           0.7223    0.4182       0.6918     0.4240     0.5760     0.1519     0.2092
※           0.7223    0.3122       0.6764     0.3180     0.6820     0.3639     0.4561
‼           0.7223    0.2663       0.7223     0.4049     0.5951     0.1901     0.3270
‽           0.7223    0.2545       0.7223     0.3783     0.6217     0.2435     0.2663
‾           0.7223    0.1824       0.2280     0.3689     0.6311     0.2622     0.3156
⁀           0.7223    0.1063       0.2052     0.3176     0.6824     0.3649     0.3726
⁁           0.7223    0.3877       0.8441     0.3647     0.6353     0.2706     0.2934
⁂           0.7223    0.2663       0.7223     0.2641     0.7359     0.4718     0.5781
⁃           0.7223    0.5017       0.5701     0.4316     0.5684     0.1368     0.2052
⁄           0.7223    0.2549       0.7337     0.3116     0.6884     0.3769     0.0000
⁰           0.7223    0.2592       0.5467     0.3991     0.6009     0.2018     0.2663
⁴           0.7223    0.2663       0.5399     0.3974     0.6026     0.2052     0.2663
⁵           0.7223    0.2663       0.5467     0.4210     0.5790     0.1581     0.2663
⁶           0.7223    0.2592       0.5467     0.4015     0.5985     0.1969     0.2663
⁷           0.7223    0.2663       0.5399     0.4094     0.5906     0.1812     0.2663
⁸           0.7223    0.2592       0.5467     0.4039     0.5961     0.1923     0.2663
⁹           0.7223    0.2549       0.5421     0.4014     0.5986     0.1972     0.2663
⁺           0.7223    0.3026       0.5032     0.3997     0.6003     0.2006     0.2663
⁻           0.7223    0.3877       0.4182     0.3997     0.6003     0.2006     0.2663
⁼           0.7223    0.3535       0.4533     0.3997     0.6003     0.2006     0.2663
⁽           0.7223    0.2468       0.5957     0.4535     0.5465     0.0931     0.1424
⁾           0.7223    0.2468       0.5957     0.4535     0.5465     0.0931     0.1424
ⁿ           0.7223    0.3334       0.5399     0.4133     0.5867     0.1735     0.2419
₀           0.7223    0.4419       0.7291     0.3991     0.6009     0.2018     0.2663
₁           0.7223    0.4456       0.7223     0.4544     0.5456     0.0912     0.2663
₂           0.7223    0.4419       0.7223     0.4129     0.5871     0.1741     0.2663
₃           0.7223    0.4419       0.7291     0.4154     0.5846     0.1692     0.2663
₄           0.7223    0.4487       0.7223     0.3974     0.6026     0.2052     0.2663
₅           0.7223    0.4487       0.7291     0.4210     0.5790     0.1581     0.2663
₆           0.7223    0.4419       0.7291     0.4015     0.5985     0.1969     0.2663
₇           0.7223    0.4487       0.7223     0.4094     0.5906     0.1812     0.2663
₈           0.7223    0.4419       0.7291     0.4039     0.5961     0.1923     0.2663
₉           0.7223    0.4419       0.7291     0.4014     0.5986     0.1972     0.2663
₊           0.7223    0.4851       0.6857     0.3997     0.6003     0.2006     0.2663
₋           0.7223    0.5701       0.6006     0.3997     0.6003     0.2006     0.2663
₌           0.7223    0.5359       0.6357     0.3997     0.6003     0.2006     0.2663
₍           0.7223    0.4293       0.7781     0.4535     0.5465     0.0931     0.1424
₎           0.7223    0.4293       0.7781     0.4535     0.5465     0.0931     0.1424
₠           0.7223    0.2545       0.7223     0.3260     0.6740     0.3479     0.4391
₡           0.7223    0.2052       0.7831     0.2790     0.7210     0.4419     0.4456
₢           0.7223    0.2549       0.7337     0.3279     0.6721     0.3442     0.4333
₣           0.7223    0.2663       0.7223     0.3402     0.6598     0.3196     0.3991
₤           0.7223    0.2549       0.7223     0.3698     0.6302     0.2604     0.3991
₥           0.7223    0.2663       0.7831     0.2643     0.7357     0.4715     0.5892
₦           0.7223    0.2663       0.7223     0.2649     0.7351     0.4703     0.5159
₧           0.7223    0.2663       0.7300     0.1391     0.8609     0.7217     0.8324
₨           0.7223    0.2663       0.7300     0.2361     0.7639     0.5279     0.6401
₩           0.7223    0.2663       0.7223     0.1851     0.8149     0.6299     0.6601
₪           0.7223    0.2663       0.7223     0.2339     0.7661     0.5322     0.6693
℀           0.7223    0.2659       0.7223     0.2663     0.7337     0.4675     0.4733
℁           0.7223    0.2659       0.7223     0.2663     0.7337     0.4675     0.4733
ℂ           0.7223    0.2545       0.7337     0.3071     0.6929     0.3858     0.4656
℃           0.7223    0.2549       0.7337     0.2416     0.7584     0.5168     0.5821
℄           0.7223    0.2663       0.7223     0.3290     0.6710     0.3421     0.4086
℅           0.7223    0.2663       0.7223     0.2663     0.7337     0.4675     0.4733
℆           0.7223    0.2663       0.7270     0.2663     0.7337     0.4675     0.4733
ℇ           0.7223    0.2545       0.7337     0.3545     0.6455     0.2909     0.3972
℈           0.7223    0.2549       0.7337     0.3393     0.6607     0.3214     0.3803
℉           0.7223    0.2549       0.7223     0.2814     0.7186     0.4373     0.4924
ℊ           0.7223    0.3800       0.9276     0.2636     0.7364     0.4727     0.4881
ℋ           0.7223    0.2280       0.7341     0.1632     0.8368     0.6737     0.7076
ℌ           0.7223    0.2549       0.8379     0.3139     0.6861     0.3723     0.4055
ℍ           0.7223    0.2659       0.7223     0.2948     0.7052     0.4105     0.5550
ℎ           0.7223    0.2357       0.7300     0.3025     0.6975     0.3951     0.4444
ℏ           0.7223    0.2357       0.7300     0.2966     0.7034     0.4068     0.4444
ℐ           0.7223    0.2549       0.8364     0.2857     0.7143     0.4287     0.4259
ℑ           0.7223    0.2545       0.7337     0.3305     0.6695     0.3390     0.4441
ℒ           0.7223    0.2549       0.7337     0.2650     0.7350     0.4700     0.4965
